98149,50096
98149,51320
98283,51320
98283,52552
98418,52552
98418,53717
97561,53717
97561,54916
97402,54916
97402,56191
97852,56191
97852,57374
97504,57374
97504,58479
96769,58479
96769,59792
97171,59792
97171,60938
96714,60938
96714,62177
96649,62177
96649,63356
96328,63356
96328,64508
95920,64508
95920,65463
94945,65463
94945,66631
94632,66631
94632,67713
94088,67713
94088,69039
94123,69039
94123,70099
93515,70099
93515,71061
92720,71061
92720,72524
92910,72524
92910,73136
91489,73136
91489,74419
91293,74419
91293,75648
90966,75648
90966,76623
90221,76623
90221,77323
89089,77323
89089,78420
88541,78420
88541,79539
88005,79539
88005,80155
86832,80155
86832,81503
86549,81503
86549,82398
85716,82398
85716,82997
84574,82997
84574,84354
84217,84354
84217,84671
82826,84671
82826,85481
81928,85481
81928,86391
81114,86391
81114,87480
80436,87480
80436,88103
79372,88103
79372,89046
78552,89046
78552,89441
77335,89441
77335,89838
76141,89838
76141,90654
75227,90654
75227,91365
74239,91365
74239,92081
73247,92081
73247,92782
72239,92782
72239,93026
70998,93026
70998,93413
69842,93413
69842,94169
68850,94169
68850,94753
67772,94753
67772,94968
66552,94968
66552,95166
65337,95166
65337,96281
64419,96281
64419,96109
63094,96109
63094,96659
61981,96659
61981,96466
60685,96466
60685,96669
59493,96669
59493,97420
58401,97420
58401,97047
57111,97047
57111,98113
56029,98113
56029,97715
54755,97715
54755,97760
53541,97760
53541,97640
52320,97640
52320,98082
51122,98082
51122,98415
49903,98415
49903,97492
48701,97492
48701,98259
47455,98259
47455,97501
46287,97501
46287,97603
45063,97603
45063,97948
43795,97948
43795,97422
42638,97422
42638,96938
41490,96938
41490,96859
40272,96859
40272,96275
39163,96275
39163,96615
37830,96615
37830,95679
36830,95679
36830,95815
35524,95815
35524,95641
34297,95641
34297,94734
33330,94734
33330,94188
32246,94188
32246,93771
31112,93771
31112,93562
29878,93562
29878,92941
28829,92941
28829,92633
27621,92633
27621,92127
26507,92127
26507,90926
25797,90926
25797,91063
24291,91063
24291,89724
23705,89724
23705,89668
22272,89668
22272,88546
21576,88546
21576,88024
20445,88024
20445,87398
19380,87398
19380,86115
18869,86115
18869,85268
18007,85268
18007,84643
16936,84643
16936,83906
15957,83906
15957,82842
15310,82842
15310,82330
14071,82330
14071,80937
13816,80937
13816,80518
12418,80518
12418,79314
11971,79314
11971,78448
11096,78448
11096,77441
10404,77441
10404,76510
9599,76510
9599,75048
9633,75048
9633,74084
8898,74084
8898,73037
8297,73037
8297,71955
7763,71955
7763,71218
6522,71218
6522,69800
6678,69800
6678,68987
5508,68987
5508,67570
5755,67570
5755,66636
4802,66636
4802,65333
4844,65333
4844,64195
4435,64195
4435,63235
3393,63235
3393,61931
3537,61931
3537,60707
3437,60707
3437,59485
3372,59485
3372,58325
3010,58325
3010,57128
2838,57128
2838,55962
2421,55962
2421,54802
1820,54802
1820,53521
2508,53521
2508,52311
2539,52311
2539,51115
2219,51115
2219,50089
94539,50089
94539,48701
2499,48701
2499,47465
1920,47465
1920,46251
2036,46251
2036,45011
1902,45011
1902,43822
2259,43822
2259,42693
2933,42693
2933,41483
3024,41483
3024,40315
3347,40315
3347,39095
3432,39095
3432,37844
3437,37844
3437,36624
3606,36624
3606,35415
3840,35415
3840,34519
5004,34519
5004,33174
4846,33174
4846,32153
5579,32153
5579,31033
6045,31033
6045,29764
6189,29764
6189,28954
7311,28954
7311,27722
7558,27722
7558,26834
8459,26834
8459,25657
8836,25657
8836,24362
9050,24362
9050,23308
9676,23308
9676,22505
10665,22505
10665,21542
11408,21542
11408,20615
12195,20615
12195,19321
12528,19321
12528,18910
13931,18910
13931,18053
14782,18053
14782,16947
15368,16947
15368,15986
16122,15986
16122,15275
17123,15275
